2K9H_A	24
2KDR_X	2
2KJE_B	6
2KPL_B	1
2KPZ_B	1
2KQ0_B	1
2L0J_A	143
2L0Z_A	160
2L24_A	1
2L4G_A	163
2LIF_A	1
2LKW_A	2
2LM7_A	150
2LQY_A	1
2LSM_A	17
2LVG_A	3
2LZQ_A	1
2M0S_A	3
2M1A_A	5
2M3M_B	1
2M5L_A	6
2M5S_A	75
2MCK_A	9
2MHA_E	9
2MKB_A	3
2MKR_B	1
2MLG_A	1
2MNS_A	1
2MTS_A	9
2N0Y_B	1
2N1P_A	1
2N3K_B	4
2NB7_A	1
2O5N_B	3
2OSE_A	4
2P6W_A	5
2PHG_B	11
2PJV_A	2
2PUS_A	40
2Q82_A	2
2QQP_B	9
2R7G_B	3
2R7O_A	27
2RLJ_A	1
2RUM_A	1
2RUN_A	1
2RUO_A	1
2SIV_B	40
2V2W_C	9
2VE6_C	4
2VF9_A	10
2VXZ_A	3
2W2G_A	17
2W2H_D	4
2W4Y_A	7
2W5E_A	83
2WFO_A	22
2WHX_C	1
2WV4_C	6
2WY3_D	4
2WZQ_C	2
2X4N_C	4
2X4O_F	2
2X4P_C	4
2X4R_C	9
2X4S_F	2
2X4T_F	2
2X5C_A	3
2X9A_A	5
2XGF_A	17
2XS1_B	2
2XS8_B	1
2XXN_B	1
2Y6S_Q	2
2YKA_B	1
2Z0A_A	130
2Z2T_F	3
2ZI0_A	10
2ZNL_B	133
2ZTT_B	159
2ZUG_A	10
3A1G_A	4
3AA0_C	1
3AJF_A	10
3B80_C	2
3BBZ_B	2
3BUY_C	1
3C2A_Q	2
3CNF_A	33
3D18_C	1
3D2U_E	4
3DCG_E	26
3DD7_A	20
3E6F_P	3
3E6H_P	1
3G80_B	5
3GHB_Q	2
3HEF_A	41
3I6K_G	2
3I6L_F	1
3I7H_B	1
3I7K_B	1
3IFU_A	32
3IT8_D	11
3IYC_2	2
3IYC_7	2
3IYK_G	5
3IZX_D	19
3J0H_A	23
3J26_A	15
3J2W_E	8
3J31_R	3
3J5M_B	3
3J70_E	3
3J9B_J	2
3JAU_A	135
3JB6_B	10
3JB8_A	4
3KBH_E	27
3KHS_A	5
3LEX_C	3
3M5M_C	1
3M5N_F	3
3M5O_D	2
3MGO_C	8
3MIW_A	41
3MLR_P	3
3MLV_Q	2
3MLY_Q	2
3MLZ_P	32
3MMG_D	2
3MNW_P	24
3MOD_P	1
3MR9_P	1
3MRB_P	1
3MRC_P	1
3MRD_P	1
3MRF_P	1
3MRG_P	1
3MRH_P	1
3MRI_P	1
3MRJ_P	1
3MRL_P	1
3MRM_P	6
3MRN_P	1
3N7X_A	3
3NFK_D	2
3NFN_C	16
3O41_P	2
3O4L_C	2
3OA1_A	21
3OTS_P	1
3OTY_P	1
3OU1_P	1
3OU3_C	1
3OU4_C	1
3OUA_P	1
3OUB_P	1
3OUC_P	1
3OUD_P	1
3OWG_A	56
3OY2_A	9
3PES_A	16
3PMK_N	30
3PWV_F	2
3QQ3_C	3
3QQ4_C	1
3QUK_C	6
3R3P_B	3
3R4D_D	63
3R66_A	12
3REW_F	2
3RJ2_X	2
3RKL_A	5
3ROL_F	2
3ROO_E	4
3RWC_F	2
3RWD_F	2
3RWE_C	1
3RWF_C	1
3RWG_C	1
3RWH_F	2
3RWI_C	1
3RWJ_C	1
3SJV_C	7
3SKM_C	1
3SPV_C	1
3TBT_C	5
3TIE_F	2
3TJ0_A	3
3TO2_C	1
3TSI_A	17
3UA7_E	3
3UXU_A	15
3VCL_C	1
3VE6_B	1
3VXP_C	3
3WL9_C	1
3WLB_C	1
3WV0_X	4
3WX4_A	83
3ZHF_B	1
3ZMN_D	2
4AMQ_A	262
4B8O_C	2
4BLG_A	8
4BS1_A	3
4BS1_B	3
4CC8_A	3
4CC8_D	3
4CGX_A	9
4CVD_A	2
4DGB_B	1
4DGV_A	18
4DWL_A	6
4EEE_A	11
4EIJ_B	24
4EJE_D	2
4EP3_E	1
4EQ0_P	2
4EQJ_G	2
4EWC_A	2
4F0Z_C	13
4F7M_F	2
4F7P_C	1
4F7T_C	4
4FAE_D	1
4FL8_C	1
4FL8_D	1
4FLG_C	1
4FLG_E	1
4FLG_F	1
4FM6_C	1
4FQK_A	34
4FVD_C	1
4G59_D	3
4GAG_P	1
4GAJ_P	1
4GIP_A	14
4GQH_A	1166
4GU3_A	15
4GVB_A	1
4GVB_B	1
4HHA_P	1
4HR1_B	3
4HS6_Y	3
4HTV_B	1
4IND_A	22
4IOX_D	3
4J4R_A	24
4J79_B	1
4JMR_E	4
4JO3_Q	2
4JOP_C	6
4JOR_C	6
4JPP_A	31
4JQV_B	1
4JQX_B	1
4JRY_C	2
4K7F_F	2
4K8B_D	2
4KFR_A	17
4KW3_B	9
4LCY_J	2
4LDM_A	38
4LNR_C	1
4M1X_A	5
4MB7_A	5
4MJ5_C	1
4MJ6_C	1
4N0Y_A	1
4N21_A	69
4N8C_X	6
4N8V_F	2
4NCO_B	3
4NQV_M	7
4NQX_M	6
4NW2_B	3
4O46_G	7
4OBD_E	3
4OBF_E	3
4OBG_E	4
4OBH_E	4
4P6Z_V	4
4PGB_F	2
4PGC_F	2
4PGD_C	1
4PGE_C	1
4PIQ_B	6
4PR5_C	3
4PRA_C	4
4PRN_C	2
4QJ7_F	3
4QJ8_E	3
4QRP_C	3
4QRR_P	1
4QRS_C	1
4QRU_C	1
4R8T_A	1
4RFU_A	164
4RIS_P	13
4RXH_C	2
4S1K_A	3
4TQG_A	2
4TUL_I	2
4U1H_C	5
4U1K_C	6
4U1S_C	1
4U6G_P	2
4UCA_C	1
4UCB_D	2
4UCI_A	15
4UE0_A	8
4V4U_S	5
4W2O_B	16
4W8K_B	4
4WCG_A	9
4WHT_a	17
4WPH_C	4
4WU5_C	11
4WZN_A	16
4X2V_E	1
4X2V_F	1
4XAL_B	1
4XCQ_A	2
4XHA_A	385
4XMK_P	3
4XVN_A	26
4XYP_A	2
4Y9V_A	2
4YDV_Q	2
4YOZ_B	1
4YSI_B	1
4Z0X_C	10
4ZDU_B	1
4ZFZ_C	4
4ZK9_A	11
4ZLT_B	4
4ZTO_Q	2
4ZUS_C	1
4ZUU_C	1
4ZUV_C	3
4ZUW_C	2
5A2T_A	28
5A6S_B	5
5A8S_A	6
5A96_A	2
5A98_A	2
5A99_A	1
5AJA_B	6
5AUM_D	2
5B56_C	4
5B7I_B	16
5C2N_A	15
5C56_B	1
5CDC_D	1
5CXV_C	1
5D28_D	6
5DD0_P	1
5DIL_B	3
5DRV_B	1
5E5A_K	1
5E5W_A	59
5E64_B	16
5EF9_A	42
5EFT_A	4
5EOC_Q	6
5EOQ_A	1
5EOR_A	1
5F5O_B	8
5FML_A	1
5FT0_A	10
5FW5_C	1
5GJX_C	1
5GJY_C	1
5GR7_C	1
5GSB_C	1
5GSR_Q	2
5GSV_C	3
5GTC_K	1
5H0N_B	23
5H5Q_B	1
5H5R_B	1
5H5S_B	1
5H7G_D	2
5H7H_C	2
5H94_F	2
5HDA_D	2
5HHG_C	25
5HLJ_A	2
5HM1_D	3
5HR9_A	50
5HUN_A	522
5HUW_B	2
5HUY_B	2
5I22_B	1
5I5N_A	6
5I65_A	2
5I8C_C	1
5J0M_A	3
5J7O_G	18
5JER_B	5
5JWD_C	1
5JWE_P	4
5KD4_Q	2
5KD7_E	4
5LIJ_P	1
5LLJ_B	98
5LSF_D	6
5LZ3_B	2
5LZ6_B	2
5M02_P	3
5M1M_A	3
5M5U_E	4
5M5V_E	6
5MHK_J	1
5MLU_M	1
5MNT_A	10
5MTC_A	20
5N6B_F	2
5NPH_A	3
5NPJ_E	2
5NPZ_C	3
5NQ0_C	5
5NQ2_C	1
5OXE_A	2
5SVZ_B	1
5SWQ_C	1
5T96_A	10
5TJE_J	2
5TKJ_C	42
5TOH_A	6
5TT6_A	235
5TX1_O	2
5TX1_X	7
5TZN_G	3
5U3L_C	64
5V5L_E	4
5V5O_A	112
5VAO_E	1
5VAO_F	1
5VAO_G	1
5VAO_H	1
5VAP_D	2
5VGD_C	1
5VJ2_A	7
5VMO_A	3
5VZL_C	19
5W0K_X	13
5W1N_A	21
5W1V_C	4
5W41_B	1
5WET_P	1
5WEU_P	1
5WJL_C	10
5WMN_F	2
5WMO_C	3
5WMP_C	1
5WMR_C	1
5WNA_A	13
5WNB_B	2
5WOS_A	10
5WUM_C	2
5WUN_C	2
5WWI_E	6
5WWU_E	1
5WYE_A	3
5X54_D	2
5XCO_B	1
5XEA_A	4
5XES_A	2
5XJ0_G	20
5XL2_A	1124
5XMF_C	1
5XMM_C	1
5XOS_C	4
5Y24_C	4
5Y3D_G	5
5Y5O_A	69
5Y91_C	2
5YDN_A	6
5YHR_A	9
5YKU_A	21
5YKZ_A	12
5YLX_C	1
5YMV_F	2
5YMW_C	4
5YRS_X	1
5YXW_A	24
5YZD_B	1
5ZHO_A	3
5ZVV_A	22
6A3A_D	7
6A6H_C	1
6AAW_B	1
6ARZ_A	11
6ATV_M	2
6B1T_U	123
6B1T_W	1
6B46_I	11
6BRA_S	1
6BVV_B	6
6BXP_C	1
6BXQ_A	1
6CEZ_P	1
6CPL_C	227
6CPN_C	12
6DMX_J	3
6DRT_D	3
6DSL_A	1
6DSL_B	1
6DWX_A	72
6E1R_A	7
6E3C_C	12
6EXP_A	13
6EYX_A	62
6FAD_E	4
6FS7_A	357
6FTK_A	2
6FY0_A	4
6FY2_P	1623
6G0Y_G	4
6G41_A	16
6G45_A	10
6GAO_A	9
6GB5_E	6
6GL1_P	4
6GSI_I	5
6GZ5_Bd	1
6H3W_A	6
6H3X_A	2
6H6D_C	4
6H82_b	2
6H82_d	2
6H82_g	1
6H82_m	1
6HIP_C	1
6HKS_G	6
6IAW_H	3
6IAW_X	3
6IEX_C	1
6ILC_C	6
6ILF_C	1
6ILG_C	1
6ILU_B	2
6IMG_A	1
6IMH_A	1
6IMK_A	20
6IRL_C	1
6IWG_C	1
6IWH_C	1
6J2E_F	2
6J2F_F	2
6J2G_F	2
6J2J_F	2
6J3Q_0	13
6J3Q_A	13
6J9E_J	7
6J9R_B	2
6JXU_B	1
6JXV_B	3
6K5T_B	2
6KHY_A	18
6KWL_C	2
6KWO_C	1
6KYU_C	1
6KZU_A	1
6L2W_B	2
6L6V_A	4
6LJ9_A	16
6LMH_A	16
6M24_C	1
6M2J_C	1
6M2K_C	1
6M6G_L	1
6M6G_P	1
6M6I_G	1
6M6I_H	1
6MCC_C	1
6ME1_F	2
6MQM_C	4
6MT3_B	4
6MT4_C	1
6MT5_C	1
6MTQ_T	2
6MWM_A	1
6N6Q_A	16
6N7J_D	2
6N7O_A	5
6NCA_1	20
6NU9_A	2
6NYP_E	15
6O3V_A	20
6O43_A	25
6P27_C	2
6P2C_C	1
6P2F_C	1
6P2S_C	1
6P7E_V	2
6P7E_W	1
6PBH_C	1
6PVR_A	16
6Q3G_HS	1
6Q3G_ID	1
6Q3G_IJ	1
6Q3G_IK	1
6Q3G_IP	1
6Q3G_NS	1
6Q3G_OD	1
6Q3G_OJ	1
6Q3G_OK	1
6Q3G_OP	1
6Q3G_PD	1
6Q3G_PJ	1
6Q3G_PK	1
6Q3G_PP	1
6Q3G_PS	1
6Q3G_QD	1
6Q3G_QJ	1
6Q3G_QK	1
6Q3G_QP	1
6Q3G_QS	1
6Q3G_RD	1
6Q3G_RJ	1
6Q3G_RK	1
6Q3G_RP	1
6Q3G_RS	1
6Q3G_SD	1
6Q3G_SJ	1
6Q3G_SK	1
6Q3G_SP	1
6Q3G_SS	1
6Q67_B	2
6Q68_B	37
6QAN_A	5
6QBJ_A	1
6QGM_a	20
6QHG_B	2
6QT9_W	1
6QT9_X	1
6QT9_Y	4
6QVV_A	23
6QZA_FFF	2
6QZC_CCC	1
6QZD_FFF	2
6RYF_G	1
6S3Y_A	37
6SHL_D	8
6SS7_F	2
6SS8_F	2
6SS9_F	2
6SSA_C	4
6TEY_A	2
6THN_4	405
6TKU_A	8
6TVW_DbD	2
6TWQ_D	2
6TWU_C	1
6TWX_C	6
6TY0_B	4
6TY2_B	2
6U54_B	19
6U5O_P	85
6URV_A	76
6V6W_B	17
6V7B_a	24
6V7B_A	24
6VJO_A	1
6VJT_P	1
6VPZ_C	1
6VQ2_C	1
6VQD_C	1
6VQE_C	1
6VQY_G	2
6VQZ_G	2
6VR4_A	3
6VRY_G	1
6VTW_A	1
6VU2_H	35
6W37_A	7
6W5Y_A	3
6WH3_1	120
6WKK_A	7
6WKK_G	19
6WL3_B	3
6WZY_C	1
6X00_C	1
6X6O_A	139
6X78_I	2
6X7W_G	2
6XLZ_P	2
6XQA_F	2
6Y83_A	11
6YF7_AA	270
6YF9_AA	180
6YFA_AA	60
6YFB_AA	210
6YFC_AA	180
6YFD_AA	90
6YFE_AA	90
6YFF_AA	45
6YFG_AA	420
6YFH_AA	94
6YFJ_AA	60
6YFL_AA	60
6YFM_AA	45
6YFO_AA	90
6YFP_AA	90
6YFQ_AA	210
6YFR_AA	60
6YFS_AA	277
6YFT_AA	360
6YGD_D	1
6YSZ_A	378
6Z7N_X	1
6ZJM_A	1039
6ZNB_AA	1
7AKX_A	12
7AQH_A	14
7BCY_Q	2
7BGS_A	6
7BN1_F	2
7BN2_DDD	2
7BN3_D	3
7BNY_A	8
7BQ9_A	22
7BYD_H	2
7CJQ_F	2
7CK5_A	1
7CMA_A	14
7CZ6_C	1
7CZF_F	8
7D0K_A	12
7D35_B	1
7D55_A	13
7D7S_B	106
7DC6_F	2
7DDA_A	3
7DNG_B	7
7DU0_A	5
7DUU_C	1
7DVP_C	1
7DVW_C	1
7DVX_C	1
7DVY_C	1
7DW0_C	1
7DW6_C	1
7DWM_A	3
7E8R_A	3
7EDO_F	2
7EJL_C	1
7EJM_C	1
7EJN_C	1
7ELH_e	103
7ELY_A	1
7EM9_C	1
7EMA_C	1
7EMB_C	1
7EMC_C	3
7EMD_C	1
7ESO_A	29
7EU2_F	2
7F38_A	9
7F4W_F	2
7F8L_A	9
7FB8_A	1
7FB8_B	1
7FBA_A	1
7FBA_B	1
7FJ1_E	175
7FJ1_Z	23
7JID_A	7
7JJC_E	4
7JQ6_A	16
7JQC_F	2
7JYA_D	3
7JYU_F	2
7JYV_C	1
7JYW_C	1
7JYX_F	2
7K3G_A	5
7K7R_F	2
7KEI_C	1
7KGO_C	1
7KGP_C	1
7KGQ_C	1
7KGR_C	1
7KGS_C	1
7KGT_C	1
7KH1_A1	13
7KH1_A2	7
7KH1_A3	7
7KH1_A5	13
7KH1_A7	10
7KJK_A4	7
7KJK_A5	7
7KLN_A2	14
7KMX_a	8
7L04_C	1
7L85_A	12
7L85_B	12
7LC8_A	3
7LDK_A	8
7LFZ_C	1
7LG0_C	3
7LG2_C	1
7LG3_C	1
7LGO_B	1460
7LGT_F	2
7LKI_FFF	2
7LMC_E	6
7LTU_A	3
7LUZ_A	1
7LV2_A	1
7LWR_A	46
7LX5_B	3826
7M4R_C	1
7M51_A	1
7M52_A	1
7M8S_F	2
7M8T_C	1
7M8U_C	1
7MB5_D	2
7MB6_C	1
7MB7_B	1
7MB8_E	4
7MB9_D	2
7MFO_A	19
7MGR_B	1
7MGS_B	1
7MIA_A	14
7MKB_C	15
7MLE_C	1
7N08_E	4
7N1B_C	4
7N4K_C	2
7N5C_C	4
7N6N_C	1
7N89_D	2
7N8N_A	17
7NCY_A	9
7NDQ_CCC	1
7NDU_CCC	1
7NLC_B	1
7NTJ_G	2
7NTK_C	4
7NUF_C	16
7NUI_D	2
7NXE_D	2
7ODY_A	4
7OGR_X	1
7OJ9_B	12
7OPM_C	1
7OPO_B	11
7P0A_F	2
7P0T_F	2
7P3E_F	2
7P3M_A	1
7P3O_A	2
7P70_C	3
7P72_B	1
7P73_B	1
7PBK_A	8
7PC3_C	3
7PKU_B	4
7PNO_B	7
7QCR_C	6
7QIK_F	2
7QIP_D	2
7QOL_R	2
7QRF_C	1
7QRJ_A	12
7QRS_C	5
7QS9_E	2
7QSA_C	1
7QTO_D	2
7QTP_B	5
7R08_A	7
7R0K_A	5
7R7V_C	6
7RAF_A	1
7RAF_D	1
7RG6_D	3
7RNJ_B	1
7RPU_P	1
7RQG_A	19
7RSW_C	1
7S78_5	1
7S8Q_F	2
7S8R_F	2
7S8S_C	1
7SA2_C	1
7SEJ_B	247
7SIF_C	3
7SIS_C	1
7SKZ_A	1
7SNQ_M	12
7SQT_A	41
7SSC_P	2
7SUO_D	2
7SZX_B	8
7T0O_B	1
7T0O_J	2
7T1P_B	4
7T6I_C	1
7T6X_U	43
7T70_D	2
7T8R_B	1
7T9W_A	16
7T9Y_D	2
7TA4_D	2
7TA7_D	2
7TB2_B	1
7TBT_B	1
7TC4_D	2
7TCQ_D	2
7TDQ_B	4
7THH_A	132
7TLT_F	2
7TUQ_C	1
7TV0_G	2
7U0A_A	2
7U0E_D	2
7U1R_C	1
7U23_D	6
7UC5_F	2
7UKN_B	1
7ULO_C	1
7VJO_A	9
7VPG_I	10
7VPH_I	4
7VWV_A	16
7W0Q_B	7
7W9I_A	1
7WBG_F	2
7WBI_C	1
7WBN_A	24
7WHM_A	3
7WJ2_C	1
7WLP_B	9
7WPO_B	6
7WZO_B	10
7X6Y_B	1
7X6Z_B	1
7X70_B	1
7XF3_C	1
7XGJ_D	3
7YE7_A	21
7YFZ_a	8
7YFZ_C	8
7YFZ_h	8
7YFZ_t	5
7YFZ_w	5
7YPX_a	3
7YPX_A	6
7YUE_C	1
7Z7C_B	1
7ZIT_C	1
7ZIT_D	1
7ZZZ_A	24
8A05_P	2
8A06_E	2
8A5L_B	1
8A5M_E	2
8A60_B	9
8A8X_D	2
8AAC_1A	360
8B8V_B	16
8C9M_A	7178
8D36_F	1
8DC2_A	1
8DES_E	2
8DFO_M	1
8DGV_A	195
8DGW_G	4
8ECH_C	13
8EJ5_B	24
8ERK_A	9
8ESH_C	2
8FBW_F	2
8FJK_M	58
8GBE_A	2
8GON_C	1
8GQV_C	4
8H2I_ch	9
8HDR_1	38
8HDR_A	8
8HDR_G	8
8HDR_M	26
8HKG_B	2
AP_000044.1	4
AP_000072.1	6
AP_000092.1	2
AP_000094.1	8
AP_000142.1	49
AP_000185.1	4
AP_000219.1	4
AP_000255.1	2
AP_000256.1	2
AP_000260.1	1
AP_000287.1	2
AP_000324.1	1
AP_000356.1	5
AP_000360.1	3
AP_000361.1	2
AP_000362.1	2
AP_000368.1	3
AP_000370.1	3
AP_000392.1	6
AP_000394.1	4
AP_000399.1	3
AP_000402.1	1
AP_000403.1	2
AP_000404.1	2
AP_000407.1	14
AP_000425.1	8
AP_000429.1	2
AP_000434.1	3
AP_000435.1	2
AP_000476.1	1
AP_000490.1	4
AP_000630.1	7
NP_015533.1	2
NP_015543.1	1
NP_015553.1	2
NP_015554.1	3
NP_037580.1	2
NP_037581.1	114
NP_037640.1	4
NP_037662.1	18
NP_037664.1	15
NP_037667.1	28
NP_037672.1	7
NP_037674.1	6
NP_037676.1	38
NP_037680.1	11
NP_037682.1	1
NP_037683.1	1
NP_037687.1	26
NP_037703.1	23
NP_037709.1	8
NP_037715.1	1
NP_037716.1	1
NP_037729.1	15
NP_037731.1	14
NP_037734.1	2
NP_037738.1	25
NP_037741.1	3
NP_037742.1	3
NP_037765.1	3
NP_037799.1	1
NP_037809.1	3
NP_037843.1	1
NP_037845.1	1
NP_037846.1	1
NP_037861.1	55
NP_038301.1	92
NP_038312.1	145
NP_038328.1	83
NP_038338.1	9
NP_038455.1	3
NP_038456.1	1
NP_038457.1	1
NP_038965.1	10
NP_038976.1	1
NP_038988.1	5
NP_038995.1	5
NP_038996.1	8
NP_039004.1	4
NP_039005.1	1
NP_039009.1	1
NP_039013.1	1
NP_039053.1	47
NP_039077.1	6
NP_039084.1	1
NP_039117.1	3
NP_039135.1	47
NP_039162.1	4
NP_039165.1	1
NP_039168.1	6
NP_039171.1	1
NP_039173.1	1
NP_039186.1	32
NP_039187.1	2
NP_039202.1	2
NP_039212.1	3
NP_039215.1	2
NP_039217.1	2
NP_039220.1	2
NP_039590.1	22
NP_039593.1	11
NP_039600.1	1
NP_039601.1	1
NP_039602.1	1
NP_039605.1	1
NP_039606.1	2
NP_039607.1	1
NP_039608.1	88
NP_039609.1	1
NP_039610.1	1
NP_039611.1	1
NP_039612.1	1
NP_039613.1	1
NP_039616.1	2
NP_039617.1	1
NP_039618.1	2
NP_039670.1	8
NP_039702.1	4
NP_039704.1	1
NP_039707.1	2
NP_039732.1	124
NP_039737.1	3
NP_039749.1	4
NP_039779.1	1
NP_039780.1	1
NP_039782.1	1
NP_039784.1	1
NP_039785.1	1
NP_039787.1	2
NP_039788.1	1
NP_039790.1	1
NP_039796.1	1
NP_039797.1	1
NP_039804.1	1
NP_039807.1	10
NP_039813.1	1
NP_039814.1	1
NP_039815.1	1
NP_039816.1	1
NP_039819.1	4
NP_040124.1	1
NP_040125.2	17
NP_040132.1	32
NP_040139.1	2
NP_040152.1	39
NP_040179.1	1
NP_040202.1	1
NP_040207.1	1
NP_040214.1	1
NP_040215.1	1
NP_040216.1	4
NP_040217.1	1
NP_040218.1	2
NP_040251.1	2
NP_040253.1	2
NP_040267.1	4
NP_040286.1	2
NP_040288.1	1
NP_040290.1	1
NP_040291.1	1
NP_040292.1	1
NP_040295.1	1
NP_040301.1	1
NP_040302.1	1
NP_040306.1	1
NP_040314.1	3
NP_040339.1	3
NP_040340.1	3
NP_040341.1	3
NP_040343.1	3
NP_040344.1	1
NP_040346.1	3
NP_040352.1	1
NP_040353.1	1
NP_040477.1	16
NP_040548.1	9
NP_040549.1	1
NP_040561.1	4
NP_040572.1	22
NP_040574.1	2
NP_040575.1	34
NP_040587.1	51
NP_040597.1	43
NP_040606.1	4
NP_040607.1	3
NP_040608.1	5
NP_040611.1	4
NP_040622.1	20
NP_040623.1	6
NP_040626.1	4
NP_040627.1	4
NP_040643.1	4
NP_040651.1	1
NP_040653.1	1
NP_040654.1	1
NP_040655.1	1
NP_040657.1	1
NP_040658.1	1
NP_040708.1	31
NP_040712.1	23
NP_040739.1	4
NP_040783.1	1
NP_040809.1	1
NP_040810.1	1
NP_040811.1	1
NP_040812.1	1
NP_040813.1	1
NP_040814.1	1
NP_040815.1	1
NP_040816.1	1
NP_040817.1	1
NP_040818.1	1
NP_040819.1	1
NP_040820.1	1
NP_040821.1	2
NP_040832.1	4
NP_040836.1	4
NP_040841.1	5
NP_040897.1	82
NP_040935.1	31
NP_040941.1	3
NP_040942.1	5
NP_040943.1	1
NP_040946.1	2
NP_040947.1	1
NP_040948.1	1
NP_040949.1	1
NP_040951.1	7
NP_040974.1	2
NP_040975.1	1
NP_040977.1	1
NP_040996.1	14
NP_041004.1	7
NP_041090.1	1
NP_041091.1	4
NP_041106.1	6
NP_041108.1	2
NP_041110.1	2
NP_041111.1	2
NP_041112.1	1
NP_041113.1	1
NP_041114.1	2
NP_041118.1	3
NP_041119.1	3
NP_041122.1	1
NP_041123.1	1
NP_041124.1	3
NP_041131.1	1
NP_041133.1	1
NP_041136.1	1
NP_041139.1	2
NP_041141.2	1
NP_041142.1	2
NP_041144.1	3
NP_041157.1	2
NP_041162.1	2
NP_041168.1	2
NP_041169.1	2
NP_041171.1	4
NP_041172.1	2
NP_041173.1	2
NP_041174.1	12
NP_041175.1	2
NP_041176.1	2
NP_041177.1	2
NP_041178.1	8
NP_041179.1	2
NP_041180.1	4
NP_041182.1	2
NP_041187.1	1
NP_041189.1	1
NP_041195.1	2
NP_041245.1	1
NP_041246.1	1
NP_041247.1	1
NP_041251.1	1
NP_041299.1	1
NP_041303.1	1
NP_041305.1	1
NP_041307.1	8
NP_041308.1	1
NP_041309.1	1
NP_041311.1	1
NP_041314.1	1
NP_041315.1	1
NP_041330.2	1
NP_041370.1	1
NP_041735.1	1
NP_041736.1	10
NP_041870.2	119
NP_041885.1	2
NP_041976.1	1
NP_042022.1	28
NP_042032.1	1
NP_042033.1	1
NP_042034.1	1
NP_042037.1	1
NP_042038.1	1
NP_042039.1	1
NP_042042.1	3
NP_042044.1	3
NP_042071.1	32
NP_042090.1	15
NP_042092.1	14
NP_042105.1	49
NP_042162.1	46
NP_042169.1	49
NP_042188.1	1
NP_042192.1	21
NP_042195.1	6
NP_042200.1	2
NP_042208.1	25
NP_042214.1	1
NP_042215.1	1
NP_042216.1	1
NP_042217.1	1
NP_042222.1	2
NP_042223.1	1
NP_042282.1	1
NP_042283.1	1
NP_042285.1	2
NP_042300.1	1
NP_042305.1	139
NP_042306.1	1
NP_042312.1	36
NP_042313.1	43
NP_042316.1	36
NP_042322.1	140
NP_042335.1	35
NP_042338.1	36
NP_042344.1	28
NP_042508.1	1
NP_042511.1	1
NP_042514.1	1
NP_042574.1	7
NP_042578.1	20
NP_042579.1	10
NP_042580.1	5
NP_042583.1	1
NP_042586.1	3
NP_042599.1	1
NP_042600.1	10
NP_042608.1	3
NP_042610.2	1
NP_042611.2	1
NP_042632.1	20
NP_042673.1	1
NP_042674.2	4
NP_042685.1	2
NP_042688.1	5
NP_042698.1	3
NP_042700.1	10
NP_042705.1	11
NP_042712.1	19
NP_042714.2	12
NP_042730.1	11
NP_042734.1	12
NP_042735.1	15
NP_042736.1	12
NP_042737.1	12
NP_042740.1	12
NP_042742.1	12
